ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	description
ENSDARG00000015174	5863.062536	-0.245767331	0.082834956	-2.966951899	0.00300768	0.054239531	atp6v0a1b	ATPase H+ transporting V0 subunit a1b [Source:ZFIN;Acc:ZDB-GENE-050522-215]
ENSDARG00000101630	46.80730999	-0.874652058	0.295517286	-2.959732305	0.003079065	0.055412604	si:dkey-8l13.5	si:dkey-8l13.5 [Source:ZFIN;Acc:ZDB-GENE-141216-349]
ENSDARG00000102340	3249.162154	-0.289672272	0.097900225	-2.958851965	0.003087874	0.055457033	ptn	pleiotrophin [Source:ZFIN;Acc:ZDB-GENE-030624-1]
ENSDARG00000100694	222.6672248	-0.45351352	0.153337551	-2.957615513	0.003100286	0.055565843	tnnt2b	troponin T type 2b (cardiac) [Source:ZFIN;Acc:ZDB-GENE-091106-2]
ENSDARG00000115764	122.5694208	-0.605923595	0.204895568	-2.957231342	0.003104151	0.05559715	BX119977.1	MAP-kinase activating death domain [Source:NCBI gene;Acc:100150917]
ENSDARG00000074156	788.6384427	-0.271164253	0.091801676	-2.953805046	0.003138822	0.055988822	sgca	"sarcoglycan, alpha [Source:ZFIN;Acc:ZDB-GENE-041111-121]"
ENSDARG00000007655	124.4546462	-0.581214509	0.1971079	-2.948712399	0.003191008	0.056731874	crybb1l3	"crystallin, beta B1, like 3 [Source:ZFIN;Acc:ZDB-GENE-070820-11]"
ENSDARG00000013460	185.5363129	-0.51274696	0.173989267	-2.947003402	0.003208697	0.056925621	wfikkn2a	"info WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-120914-1]"
ENSDARG00000115594	37.28536193	-1.122274439	0.381331354	-2.943042653	0.003250036	0.05746476	gria4b	"glutamate receptor, ionotropic, AMPA 4b [Source:ZFIN;Acc:ZDB-GENE-030131-8013]"
ENSDARG00000110645	47.06683183	-0.915122555	0.310926406	-2.943212728	0.003248251	0.05746476	il2rga	"interleukin 2 receptor, gamma a [Source:ZFIN;Acc:ZDB-GENE-080402-1]"
ENSDARG00000021442	2765.128791	-0.229038317	0.077815191	-2.943362519	0.00324668	0.05746476	cdh11	"cadherin 11, type 2, OB-cadherin (osteoblast) [Source:ZFIN;Acc:ZDB-GENE-980526-170]"
ENSDARG00000079914	128.7130116	-0.533703207	0.181505969	-2.940416839	0.00327771	0.057759453	stoml3a	stomatin (EPB72)-like 3a [Source:ZFIN;Acc:ZDB-GENE-070620-18]
ENSDARG00000100971	759.7381828	-0.295195752	0.1003748	-2.940934894	0.003272233	0.057759453	fxyd6	FXYD domain containing ion transport regulator 6 [Source:ZFIN;Acc:ZDB-GENE-030131-5919]
ENSDARG00000056725	21878.06159	-0.226794252	0.077127884	-2.940496235	0.00327687	0.057759453	hmgb3a	high mobility group box 3a [Source:ZFIN;Acc:ZDB-GENE-050428-1]
ENSDARG00000095829	13.16238707	-2.68932752	0.915260962	-2.93831774	0.003299986	0.058023423	otulina	OTU deubiquitinase with linear linkage specificity a [Source:ZFIN;Acc:ZDB-GENE-040426-2157]
ENSDARG00000034933	264.3772957	-0.602029689	0.204899381	-2.938172308	0.003301535	0.058023423	chchd3b	coiled-coil-helix-coiled-coil-helix domain containing 3b [Source:ZFIN;Acc:ZDB-GENE-030131-4476]
ENSDARG00000037517	1898.986747	-0.293958641	0.100088475	-2.936987918	0.00331417	0.0582065	slc35c2	solute carrier family 35 member C2 [Source:ZFIN;Acc:ZDB-GENE-030131-2202]
ENSDARG00000035360	3807.186237	-0.193287843	0.06585836	-2.934902147	0.003336529	0.058481751	mink1	misshapen-like kinase 1 [Source:ZFIN;Acc:ZDB-GENE-060526-45]
ENSDARG00000100917	266.5518244	-0.403443099	0.13759506	-2.932104536	0.003366734	0.058619598	slc30a8	solute carrier family 30 member 8 [Source:ZFIN;Acc:ZDB-GENE-060315-10]
ENSDARG00000116913	957.2363531	-0.327012865	0.111591688	-2.930441065	0.003384812	0.058817272	wasf3b	WASP family member 3b [Source:ZFIN;Acc:ZDB-GENE-070112-1512]
ENSDARG00000013302	451.7209757	-0.303646837	0.103611888	-2.930617753	0.003382888	0.058817272	gpx8	glutathione peroxidase 8 (putative) [Source:NCBI gene;Acc:393191]
ENSDARG00000112150	126.7380055	-4.949644569	1.690091439	-2.928625313	0.003404646	0.059122764	hist2h2l	"histone 2, H2, like [Source:NCBI gene;Acc:386920]"
ENSDARG00000054048	43.78567165	-1.14006546	0.389371505	-2.927963257	0.003411904	0.059179558	plin1	perilipin 1 [Source:ZFIN;Acc:ZDB-GENE-050419-213]
ENSDARG00000031483	14738.09934	-0.354362287	0.121073802	-2.92682878	0.003424373	0.059269218	col9a1b	"collagen, type IX, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2410]"
ENSDARG00000116458	5410.673323	-0.26830543	0.091699402	-2.925923429	0.003434355	0.059402788	eno1a	"enolase 1a, (alpha) [Source:ZFIN;Acc:ZDB-GENE-030131-6048]"
ENSDARG00000070923	584.2481398	-0.293297679	0.100253609	-2.925557328	0.003438398	0.059433551	zgc:158296	zgc:158296 [Source:ZFIN;Acc:ZDB-GENE-070112-1272]
ENSDARG00000052958	37.93346591	-2.099366889	0.718252331	-2.922882112	0.003468078	0.059907108	nppb	natriuretic peptide B [Source:ZFIN;Acc:ZDB-GENE-130530-642]
ENSDARG00000044400	18.39180267	-1.85956766	0.636363234	-2.922179597	0.00347591	0.059987281	wdr78	WD repeat domain 78 [Source:ZFIN;Acc:ZDB-GENE-050522-322]
ENSDARG00000069245	5372.535333	-0.238013174	0.081572172	-2.917823181	0.003524842	0.060512842	matn3a	matrilin 3a [Source:ZFIN;Acc:ZDB-GENE-040822-21]
ENSDARG00000028000	3950.832298	-0.266183201	0.091267198	-2.91652651	0.003539526	0.060701722	pfkpa	"phosphofructokinase, platelet a [Source:ZFIN;Acc:ZDB-GENE-091112-22]"
ENSDARG00000091944	24.94906274	-1.233748452	0.423117471	-2.915853247	0.003547173	0.060793124	si:ch211-287c22.1	si:ch211-287c22.1 [Source:ZFIN;Acc:ZDB-GENE-060531-59]
ENSDARG00000005023	804.680201	-0.39344298	0.135106556	-2.912093925	0.003590147	0.061363517	fkbp9	FKBP prolyl isomerase 9 [Source:ZFIN;Acc:ZDB-GENE-040801-23]
ENSDARG00000113470	204.2672788	-0.691400447	0.237485809	-2.911333728	0.003598894	0.061438763	gnb3a	"guanine nucleotide binding protein (G protein), beta polypeptide 3a [Source:ZFIN;Acc:ZDB-GENE-040718-134]"
ENSDARG00000075249	1098.034418	-0.218723212	0.07523803	-2.907083165	0.003648162	0.06215852	fam171a2a	family with sequence similarity 171 member A2a [Source:ZFIN;Acc:ZDB-GENE-110606-5]
ENSDARG00000074526	603.7274064	-0.266241291	0.091690519	-2.903694877	0.003687874	0.062699999	zbtb16b	zinc finger and BTB domain containing 16b [Source:ZFIN;Acc:ZDB-GENE-100923-1]
ENSDARG00000105428	552.4983126	-0.324898066	0.11190656	-2.903297777	0.003692554	0.06271127	si:zfos-1837d3.1	si:zfos-1837d3.1 [Source:ZFIN;Acc:ZDB-GENE-030131-410]
ENSDARG00000021137	1084.256951	-0.304979475	0.105068911	-2.902661418	0.003700064	0.062798179	adgrv1	adhesion G protein-coupled receptor V1 [Source:NCBI gene;Acc:415105]
ENSDARG00000112268	2808.092051	-0.291443515	0.100423575	-2.902142394	0.0037062	0.062861662	stau2	staufen double-stranded RNA binding protein 2 [Source:NCBI gene;Acc:393899]
ENSDARG00000019492	1112.23826	-0.305701115	0.105423833	-2.899734398	0.00373479	0.063305653	shbg	sex hormone-binding globulin [Source:ZFIN;Acc:ZDB-GENE-030131-1324]
ENSDARG00000027041	3323.607033	-0.240655875	0.083000397	-2.899454513	0.003738126	0.063321293	pcdh17	protocadherin 17 [Source:ZFIN;Acc:ZDB-GENE-090608-3]
ENSDARG00000032083	3305.778991	-0.267949814	0.092456974	-2.898102788	0.003754275	0.063512849	dpysl2b	dihydropyrimidinase like 2b [Source:ZFIN;Acc:ZDB-GENE-031105-1]
ENSDARG00000109311	243.2167408	-0.503686185	0.173841703	-2.897384089	0.003762888	0.063576566	msnb	moesin b [Source:ZFIN;Acc:ZDB-GENE-030717-7]
ENSDARG00000026655	2391.789586	-0.266980406	0.092289683	-2.892852125	0.00381761	0.064418177	tspo	translocator protein [Source:ZFIN;Acc:ZDB-GENE-041010-125]
ENSDARG00000012066	3417.744894	-0.341038724	0.117967389	-2.890957639	0.003840699	0.064682989	dcn	decorin [Source:ZFIN;Acc:ZDB-GENE-010102-1]
ENSDARG00000053232	1941.386791	-0.366745346	0.126868649	-2.890748413	0.003843257	0.064684547	itgb1b.1	"integrin, beta 1b.1 [Source:ZFIN;Acc:ZDB-GENE-060803-3]"
ENSDARG00000044048	167.4058583	-0.580409407	0.200903572	-2.888994965	0.003864753	0.065004644	prnpb	prion protein b [Source:ZFIN;Acc:ZDB-GENE-041221-2]
ENSDARG00000042690	2596.71742	-0.213767116	0.074006465	-2.888492448	0.003870933	0.065025235	s1pr1	sphingosine-1-phosphate receptor 1 [Source:NCBI gene;Acc:64617]
ENSDARG00000057504	934.6139482	-0.259242721	0.089804919	-2.886731852	0.003892658	0.065348343	si:dkey-202g17.3	si:dkey-202g17.3 [Source:ZFIN;Acc:ZDB-GENE-131127-371]
ENSDARG00000063026	216.7159289	-0.413802654	0.143361118	-2.886435726	0.003896323	0.065368047	mlc1	modulator of VRAC current 1 [Source:ZFIN;Acc:ZDB-GENE-050419-145]
ENSDARG00000101081	1215.704585	-0.231870737	0.080350057	-2.885756985	0.003904735	0.065467316	ptprub	protein tyrosine phosphatase receptor type Ub [Source:NCBI gene;Acc:335096]
ENSDARG00000058476	38.70025154	-1.211875492	0.420042948	-2.885122816	0.00391261	0.065557453	stc1l	"stanniocalcin 1, like [Source:ZFIN;Acc:ZDB-GENE-040426-1521]"
ENSDARG00000089402	115.7426773	-0.725603744	0.251524961	-2.884818032	0.0039164	0.065579074	si:ch73-281i18.3	si:ch73-281i18.3 [Source:ZFIN;Acc:ZDB-GENE-141212-263]
ENSDARG00000015065	78.33606724	-0.985312715	0.341718027	-2.883408653	0.003933967	0.065747367	c4	complement component 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5697]
ENSDARG00000088885	1493.687441	-0.30006526	0.104137082	-2.881444874	0.003958565	0.066032282	si:ch1073-340i21.3	si:ch1073-340i21.3 [Source:ZFIN;Acc:ZDB-GENE-030131-199]
ENSDARG00000116461	8.33248284	-2.700597639	0.938280404	-2.878241544	0.003998988	0.066621873	abcd3a	"ATP-binding cassette, sub-family D (ALD), member 3a [Source:ZFIN;Acc:ZDB-GENE-040426-2868]"
ENSDARG00000074314	454.1035404	-0.308847779	0.107340552	-2.877270275	0.004011319	0.066784892	ttc37	tetratricopeptide repeat domain 37 [Source:ZFIN;Acc:ZDB-GENE-110125-2]
ENSDARG00000057571	8099.179844	-0.276016352	0.095939721	-2.876976809	0.004015051	0.066804644	pgam2	phosphoglycerate mutase 2 (muscle) [Source:ZFIN;Acc:ZDB-GENE-040116-6]
ENSDARG00000058371	60168.12112	-0.265527588	0.092323607	-2.876053022	0.004026821	0.066915609	krt5	keratin 5 [Source:ZFIN;Acc:ZDB-GENE-991110-23]
ENSDARG00000035532	408.0544106	-0.38902994	0.135379622	-2.873622587	0.004057936	0.067264166	zgc:110329	zgc:110329 [Source:ZFIN;Acc:ZDB-GENE-050417-334]
ENSDARG00000110691	379.2453791	-0.488173415	0.169948162	-2.872484238	0.004072584	0.067419893	chmp1b	chromatin modifying protein 1B [Source:NCBI gene;Acc:336426]
ENSDARG00000110515	89.47797627	-0.703646174	0.245136114	-2.870430476	0.004099133	0.067816591	BX323454.1	zona pellucida-like domain containing 1a [Source:NCBI gene;Acc:560177]
ENSDARG00000001754	1332.52088	-0.285739235	0.099552685	-2.870231321	0.004101716	0.067816591	noc2l	NOC2-like nucleolar associated transcriptional repressor [Source:ZFIN;Acc:ZDB-GENE-000607-75]
ENSDARG00000112195	80.7109077	-0.658524405	0.229541128	-2.868873258	0.004119368	0.068065557	rnd1b	Rho family GTPase 1b [Source:ZFIN;Acc:ZDB-GENE-060315-7]
ENSDARG00000069048	1448.857002	-0.370154175	0.12910211	-2.867142716	0.004141962	0.068310837	serpinf1	"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1 [Source:ZFIN;Acc:ZDB-GENE-040912-2]"
ENSDARG00000044803	651.1870126	-0.276182065	0.096326742	-2.867138043	0.004142023	0.068310837	dhrs3b	dehydrogenase/reductase (SDR family) member 3b [Source:ZFIN;Acc:ZDB-GENE-041010-172]
ENSDARG00000030975	248.6224681	-0.409036152	0.142727693	-2.865849949	0.004158913	0.068546309	ccdc80l1	coiled-coil domain containing 80 like 1 [Source:ZFIN;Acc:ZDB-GENE-120328-4]
ENSDARG00000035350	466.5429115	-0.342289791	0.119546292	-2.863240558	0.004193321	0.068983411	ins	preproinsulin [Source:NCBI gene;Acc:30262]
ENSDARG00000109422	39.58502464	-5.568928884	1.946908051	-2.860396454	0.004231117	0.069431069	cyb5d2	cytochrome b5 domain containing 2 [Source:NCBI gene;Acc:795950]
ENSDARG00000116656	10.92227156	-2.710152041	0.947902382	-2.85910458	0.004248387	0.069627375	sst6	somatostatin 6 [Source:ZFIN;Acc:ZDB-GENE-081022-199]
ENSDARG00000045944	3544.391077	-0.230570738	0.080722065	-2.856353321	0.00428538	0.070102291	slc6a1a	solute carrier family 6 member 1a [Source:ZFIN;Acc:ZDB-GENE-060519-23]
ENSDARG00000104587	12396.25714	-0.154304982	0.054037833	-2.855499063	0.004296925	0.070247361	srl	sarcalumenin [Source:ZFIN;Acc:ZDB-GENE-061110-91]
ENSDARG00000115728	189.0178473	-0.486608204	0.170641672	-2.851637569	0.004349466	0.071017823	specc1la	sperm antigen with calponin homology and coiled-coil domains 1-like a [Source:NCBI gene;Acc:561775]
ENSDARG00000113634	446.4566416	-0.341487884	0.119820617	-2.8499927	0.004372023	0.071253117	lyst	lysosomal trafficking regulator [Source:ZFIN;Acc:ZDB-GENE-070702-1]
ENSDARG00000075215	506.0580134	-0.295871532	0.103841307	-2.849266253	0.004382019	0.071371696	vezt	"vezatin, adherens junctions transmembrane protein [Source:ZFIN;Acc:ZDB-GENE-070705-251]"
ENSDARG00000041133	229.7258984	-0.407103427	0.143030101	-2.846277979	0.004423356	0.071866529	rapsn	"receptor-associated protein of the synapse, 43kD [Source:ZFIN;Acc:ZDB-GENE-030313-1]"
ENSDARG00000100133	3849.271262	-0.254421098	0.089383477	-2.846399645	0.004421666	0.071866529	cnmd	chondromodulin [Source:NCBI gene;Acc:791772]
ENSDARG00000055786	829.8285936	-0.263239152	0.092667202	-2.840693875	0.00450155	0.072866239	prss23	serine protease 23 [Source:ZFIN;Acc:ZDB-GENE-030131-9149]
ENSDARG00000063518	718.5324593	-0.277536621	0.097724161	-2.840000038	0.004511353	0.072934927	zgc:153913	zgc:153913 [Source:ZFIN;Acc:ZDB-GENE-061103-397]
ENSDARG00000060123	1001.962716	-0.265742904	0.09361216	-2.838764792	0.004528853	0.073172761	ca16b	carbonic anhydrase XVI b [Source:ZFIN;Acc:ZDB-GENE-080818-1]
ENSDARG00000031678	9500.028086	-0.239264961	0.084302053	-2.838186635	0.004537065	0.07326033	col5a2a	"collagen, type V, alpha 2a [Source:ZFIN;Acc:ZDB-GENE-030616-13]"
ENSDARG00000062024	5240.037176	-0.197845946	0.069778225	-2.835353671	0.004577498	0.073867754	kif1ab	kinesin family member 1Ab [Source:ZFIN;Acc:ZDB-GENE-070912-480]
ENSDARG00000112261	8.441709861	-2.81140611	0.991636831	-2.835116669	0.004580895	0.073877143	BX640478.2	matrix metallopeptidase 11a [Source:NCBI gene;Acc:563753]
ENSDARG00000100964	30.92693388	-1.369921652	0.483429866	-2.833754692	0.004600463	0.074101629	si:ch211-57b15.2	si:ch211-57b15.2 [Source:ZFIN;Acc:ZDB-GENE-141219-31]
ENSDARG00000016598	6395.91248	-0.341827754	0.12064712	-2.833285653	0.004607219	0.074119456	ckmt1	"creatine kinase, mitochondrial 1 [Source:ZFIN;Acc:ZDB-GENE-030131-611]"
ENSDARG00000096365	57.75610281	-0.713795197	0.252074169	-2.831687201	0.004630312	0.074399729	si:ch211-195m9.3	si:ch211-195m9.3 [Source:ZFIN;Acc:ZDB-GENE-120215-210]
ENSDARG00000019235	1619.401692	-0.247914586	0.087579051	-2.830752125	0.004643869	0.07448074	sema3aa	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3Aa [Source:NCBI gene;Acc:30266]"
ENSDARG00000079307	484.7341836	-0.391268253	0.138260096	-2.829943453	0.004655623	0.074623639	si:dkey-205h13.1	si:dkey-205h13.1 [Source:ZFIN;Acc:ZDB-GENE-090313-227]
ENSDARG00000116446	56.50616225	-0.865069319	0.305799623	-2.828876338	0.004671174	0.074827196	sema3e	"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E [Source:ZFIN;Acc:ZDB-GENE-030131-7864]"
ENSDARG00000018966	402.4480581	-0.407939739	0.144378856	-2.825481164	0.004720966	0.075532583	cyb5r1	cytochrome b5 reductase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-8497]
ENSDARG00000115508	395.3101075	-0.373375818	0.132201589	-2.824291452	0.004738527	0.07576735	BX927071.1	"cadherin 13, H-cadherin (heart) [Source:NCBI gene;Acc:558732]"
ENSDARG00000086126	150.2440045	-0.514241943	0.182237469	-2.821823332	0.004775147	0.076227765	trim33l	"tripartite motif containing 33, like [Source:ZFIN;Acc:ZDB-GENE-030131-5695]"
ENSDARG00000086917	11413.39907	-0.369964071	0.131204469	-2.819752053	0.004806077	0.07654462	crygm2d2	"crystallin, gamma M2d2 [Source:ZFIN;Acc:ZDB-GENE-060918-1]"
ENSDARG00000054890	4800.287824	-0.228636115	0.081119331	-2.818515774	0.004824624	0.076681888	rgra	retinal G protein coupled receptor a [Source:ZFIN;Acc:ZDB-GENE-040924-6]
ENSDARG00000021647	3426.962654	-0.197153773	0.069947297	-2.818604617	0.004823289	0.076681888	gnai1	"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1310]"
ENSDARG00000116787	452.890877	-0.32307626	0.11465189	-2.817888657	0.004834057	0.076780158	CR753885.2	abhydrolase domain containing 10b [Source:NCBI gene;Acc:492622]
ENSDARG00000035868	1458.160126	-0.201678299	0.071584339	-2.817352245	0.004842139	0.076861997	spire1a	spire-type actin nucleation factor 1a [Source:NCBI gene;Acc:557962]
ENSDARG00000071196	4560.200847	-0.25219922	0.089613531	-2.814298425	0.004888382	0.077408731	cavin2b	caveolae associated protein 2b [Source:ZFIN;Acc:ZDB-GENE-040912-149]
ENSDARG00000035273	146.2121936	-1.063766606	0.378628863	-2.809523286	0.004961493	0.078297554	tmtc2b	transmembrane O-mannosyltransferase targeting cadherins 2b [Source:ZFIN;Acc:ZDB-GENE-081031-100]
ENSDARG00000074677	413.6238042	-0.356037724	0.126728016	-2.809463412	0.004962416	0.078297554	frem3	Fras1 related extracellular matrix 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9788]
ENSDARG00000053479	255.0896763	-0.374036827	0.133145138	-2.809241337	0.004965841	0.078304501	gdf6a	growth differentiation factor 6a [Source:NCBI gene;Acc:566470]
ENSDARG00000104214	69.8224721	-1.028583909	0.366195195	-2.808840541	0.004972027	0.07835496	CR381540.3	MAP7 domain-containing protein 1-like [Source:NCBI gene;Acc:796866]
ENSDARG00000040374	2746.942406	-0.256995012	0.091501928	-2.808629458	0.004975287	0.078359284	tmem182a	transmembrane protein 182a [Source:NCBI gene;Acc:503742]
ENSDARG00000111196	306.0595421	-0.462127899	0.164791393	-2.804320599	0.005042274	0.079129322	frem3	Fras1 related extracellular matrix 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9788]
ENSDARG00000041257	184.9261446	-0.484877229	0.17293024	-2.803889178	0.005049026	0.079187916	smtnl1	smoothelin-like 1 [Source:ZFIN;Acc:ZDB-GENE-050306-23]
ENSDARG00000111974	155.1624564	-0.576570265	0.205684365	-2.803179839	0.005060144	0.079267541	ddx28	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28 [Source:ZFIN;Acc:ZDB-GENE-061013-64]
ENSDARG00000039486	558.7391055	-0.369870969	0.131981192	-2.802452111	0.005071575	0.079351845	bag3	BCL2 associated athanogene 3 [Source:ZFIN;Acc:ZDB-GENE-040801-40]
ENSDARG00000068323	2304.587454	-0.271383475	0.096837689	-2.80245716	0.005071495	0.079351845	astn1	astrotactin 1 [Source:ZFIN;Acc:ZDB-GENE-050320-140]
ENSDARG00000007098	14373.71689	-0.126663939	0.045247844	-2.799336475	0.005120775	0.080026209	itm2ba	integral membrane protein 2Ba [Source:ZFIN;Acc:ZDB-GENE-030131-2352]
ENSDARG00000062686	199.948369	-0.480779203	0.171833237	-2.797940669	0.005142956	0.080254886	megf11	multiple EGF-like-domains 11 [Source:ZFIN;Acc:ZDB-GENE-060503-252]
ENSDARG00000061921	352.0936087	-0.326823287	0.116877059	-2.796299713	0.005169144	0.080590117	gltpa	glycolipid transfer protein a [Source:NCBI gene;Acc:558007]
ENSDARG00000030094	140.595909	-0.527762159	0.188968469	-2.792858315	0.005224457	0.081211213	malb	"mal, T cell differentiation protein b [Source:ZFIN;Acc:ZDB-GENE-050417-175]"
ENSDARG00000061850	165.2845601	-0.43678652	0.156470895	-2.79148733	0.005246641	0.081411365	si:dkey-19b23.13	si:dkey-19b23.13 [Source:ZFIN;Acc:ZDB-GENE-140106-78]
ENSDARG00000056099	673.1294425	-0.282623904	0.101273427	-2.790701494	0.005259395	0.081561036	gtf2h5	"general transcription factor IIH, polypeptide 5 [Source:ZFIN;Acc:ZDB-GENE-041001-144]"
ENSDARG00000111276	42.21416159	-0.805248522	0.288773391	-2.788513577	0.005295053	0.08201304	BX005258.2	"solute carrier family 22 member 7b, tandem duplicate 3 [Source:NCBI gene;Acc:100001772]"
ENSDARG00000041117	96.87028431	-0.605015904	0.217042806	-2.787541841	0.00531096	0.08201304	wnt2	wingless-type MMTV integration site family member 2 [Source:NCBI gene;Acc:30127]
ENSDARG00000003872	749.0626317	-0.251788014	0.090324735	-2.787586513	0.005310227	0.08201304	ccdc102a	coiled-coil domain containing 102A [Source:NCBI gene;Acc:325319]
ENSDARG00000098465	6425.401985	-0.20706855	0.074292852	-2.787193453	0.005316673	0.08201304	si:ch73-366l1.5	si:ch73-366l1.5 [Source:ZFIN;Acc:ZDB-GENE-131127-426]
ENSDARG00000010962	604.3989832	-0.468403734	0.168107782	-2.786329866	0.005330859	0.0820871	fkbp7	FKBP prolyl isomerase 7 [Source:ZFIN;Acc:ZDB-GENE-030616-182]
ENSDARG00000110712	29.0099281	-5.329286473	1.912793033	-2.786128129	0.005334178	0.082090031	adprhl2	ADP-ribosylhydrolase like 2 [Source:NCBI gene;Acc:796446]
ENSDARG00000098573	942.4377952	-0.30463328	0.109366482	-2.785435482	0.005345588	0.08216923	sgcd	"sarcoglycan, delta (dystrophin-associated glycoprotein) [Source:ZFIN;Acc:ZDB-GENE-030131-3684]"
ENSDARG00000036376	1209.044029	-0.263109972	0.094529985	-2.783349352	0.005380084	0.082602707	cldn7a	claudin 7a [Source:NCBI gene;Acc:436612]
ENSDARG00000075930	421.1584926	-0.337083213	0.121205649	-2.781085004	0.005417755	0.083070111	adamts2	"ADAM metallopeptidase with thrombospondin type 1 motif, 2 [Source:ZFIN;Acc:ZDB-GENE-070816-3]"
ENSDARG00000017246	5344.50757	-0.12709848	0.045737624	-2.778860552	0.005454994	0.083459814	prx	periaxin [Source:ZFIN;Acc:ZDB-GENE-030131-5790]
ENSDARG00000112080	940.8524312	-0.257512166	0.092682228	-2.778441694	0.005462031	0.08351879	rbp2b	"retinol binding protein 2b, cellular [Source:ZFIN;Acc:ZDB-GENE-040715-7]"
ENSDARG00000016818	84.12862312	-0.707170329	0.254545939	-2.778163857	0.005466704	0.083536627	abcg2d	"ATP-binding cassette, sub-family G (WHITE), member 2d [Source:ZFIN;Acc:ZDB-GENE-050517-38]"
ENSDARG00000062415	1176.51879	-0.253056199	0.091093146	-2.777993849	0.005469565	0.083536627	ctnnd2a	"catenin (cadherin-associated protein), delta 2a [Source:ZFIN;Acc:ZDB-GENE-030616-60]"
ENSDARG00000011245	2474.798721	-0.323256784	0.116438384	-2.776204651	0.005499758	0.083948892	esrp1	epithelial splicing regulatory protein 1 [Source:NCBI gene;Acc:560190]
ENSDARG00000004874	49.17405055	-0.950124339	0.342269199	-2.775956296	0.005503961	0.083956411	spata6l	spermatogenesis associated 6-like [Source:ZFIN;Acc:ZDB-GENE-040426-1369]
ENSDARG00000090108	583.420661	-0.339297856	0.122298521	-2.774341457	0.005531359	0.084235242	si:ch1073-174d20.1	si:ch1073-174d20.1 [Source:ZFIN;Acc:ZDB-GENE-121214-359]
ENSDARG00000113598	830.3463861	-0.285708762	0.103101	-2.771154131	0.005585798	0.084867257	BX001019.1	calsyntenin 3 [Source:NCBI gene;Acc:555627]
ENSDARG00000039951	239.488318	-0.405499672	0.146354606	-2.770665608	0.005594184	0.084945489	si:ch211-87j1.4	si:ch211-87j1.4 [Source:ZFIN;Acc:ZDB-GENE-131127-49]
ENSDARG00000010318	572.3168955	-0.332778408	0.120161944	-2.76941599	0.005615688	0.0852227	srpx	sushi-repeat containing protein X-linked [Source:ZFIN;Acc:ZDB-GENE-050327-43]
ENSDARG00000078674	723.9681561	-0.627391004	0.226618222	-2.768493185	0.005631616	0.085365674	hspb9	"heat shock protein, alpha-crystallin-related, 9 [Source:ZFIN;Acc:ZDB-GENE-080214-6]"
ENSDARG00000115701	4976.447547	-0.297484281	0.107464993	-2.768197108	0.005636735	0.085393937	crygm2d9	"crystallin, gamma M2d9 [Source:ZFIN;Acc:ZDB-GENE-081105-81]"
ENSDARG00000035422	95.41928498	-0.595849904	0.215308293	-2.767426632	0.005650076	0.085497317	ccn1l1	"cellular communication network factor 1, like 1 [Source:ZFIN;Acc:ZDB-GENE-050417-136]"
ENSDARG00000038025	1961.308773	-0.315311248	0.113929264	-2.767605419	0.005646978	0.085497317	cbx7a	chromobox homolog 7a [Source:ZFIN;Acc:ZDB-GENE-050417-400]
ENSDARG00000042684	2231.994858	-0.231081143	0.083518038	-2.766841134	0.005660233	0.085552336	serpinc1	"serpin peptidase inhibitor, clade C (antithrombin), member 1 [Source:ZFIN;Acc:ZDB-GENE-030131-264]"
ENSDARG00000005941	3070.103729	-0.199443668	0.072082848	-2.766867219	0.00565978	0.085552336	clul1	clusterin-like 1 (retinal) [Source:ZFIN;Acc:ZDB-GENE-031118-57]
ENSDARG00000114503	1238.122395	-0.195229361	0.070626034	-2.764269052	0.005705048	0.086080935	phtf2	putative homeodomain transcription factor 2 [Source:ZFIN;Acc:ZDB-GENE-040711-4]
ENSDARG00000097726	23.10397938	-1.230678041	0.445352599	-2.763379048	0.005720629	0.086216878	si:ch211-149e23.4	si:ch211-149e23.4 [Source:ZFIN;Acc:ZDB-GENE-131121-606]
ENSDARG00000026359	604.2874892	-0.339093816	0.122735579	-2.762799668	0.005730793	0.086320478	pbld2	phenazine biosynthesis-like protein domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-050417-456]
ENSDARG00000109724	73.93101886	-0.644000138	0.233257015	-2.760903623	0.005764168	0.086710791	slc5a6b	solute carrier family 5 member 6 [Source:ZFIN;Acc:ZDB-GENE-050913-86]
